"","account_status","duration","credit_history","purpose","amount","savings","employment","installment_rate","status_gender","guarantors","resident_since","property","age","other_plans","housing","num_credits","job","people_maintenance","phone","foreign","BAD"
"797","X1",18,"X3","X2",7511,"X5","X5",1,"X3","X1",4,"X2",51,"X3","X3",1,"X3",2,"X2","X1","BAD"
"798","X4",12,"X5","X4",1258,"X1","X2",2,"X2","X1",4,"X2",22,"X3","X1",2,"X2",1,"X1","X1","GOOD"
"799","X4",24,"X4","X1",717,"X5","X5",4,"X4","X1",4,"X3",54,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"800","X2",9,"X3","X1",1549,"X5","X2",4,"X3","X1",2,"X1",35,"X3","X2",1,"X1",1,"X1","X1","GOOD"
"801","X4",24,"X5","X8",1597,"X1","X5",4,"X3","X1",4,"X4",54,"X3","X3",2,"X3",2,"X1","X1","GOOD"
"802","X2",18,"X5","X5",1795,"X1","X5",3,"X2","X3",4,"X1",48,"X1","X1",2,"X2",1,"X2","X1","GOOD"
"803","X1",20,"X5","X4",4272,"X1","X5",1,"X2","X1",4,"X2",24,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"804","X4",12,"X5","X5",976,"X5","X5",4,"X3","X1",4,"X3",35,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"805","X2",12,"X3","X1",7472,"X5","X1",1,"X2","X1",2,"X1",24,"X3","X1",1,"X1",1,"X1","X1","GOOD"
"806","X1",36,"X3","X1",9271,"X1","X4",2,"X3","X1",1,"X3",24,"X3","X2",1,"X3",1,"X2","X1","BAD"
"807","X2",6,"X3","X5",590,"X1","X2",3,"X4","X1",3,"X1",26,"X3","X2",1,"X2",1,"X1","X2","GOOD"
"808","X4",12,"X5","X5",930,"X5","X5",4,"X3","X1",4,"X1",65,"X3","X2",4,"X3",1,"X1","X1","GOOD"
"809","X2",42,"X2","X2",9283,"X1","X1",1,"X3","X1",2,"X4",55,"X1","X3",1,"X4",1,"X2","X1","GOOD"
"810","X2",15,"X1","X1",1778,"X1","X2",2,"X2","X1",1,"X1",26,"X3","X1",2,"X1",1,"X1","X1","BAD"
"811","X2",8,"X3","X10",907,"X1","X2",3,"X4","X1",2,"X1",26,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"812","X2",6,"X3","X5",484,"X1","X4",3,"X4","X3",3,"X1",28,"X1","X2",1,"X2",1,"X1","X1","GOOD"
"813","X1",36,"X5","X2",9629,"X1","X4",4,"X3","X1",4,"X3",24,"X3","X2",2,"X3",1,"X2","X1","BAD"
"814","X1",48,"X3","X6",3051,"X1","X3",3,"X3","X1",4,"X3",54,"X3","X2",1,"X3",1,"X1","X1","BAD"
"815","X1",48,"X3","X1",3931,"X1","X4",4,"X3","X1",4,"X4",46,"X3","X3",1,"X3",2,"X1","X1","BAD"
"816","X2",36,"X4","X1",7432,"X1","X3",2,"X2","X1",2,"X2",54,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"817","X4",6,"X3","X6",1338,"X3","X3",1,"X1","X1",4,"X1",62,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"818","X4",6,"X5","X5",1554,"X1","X4",1,"X2","X1",2,"X3",24,"X3","X1",2,"X3",1,"X2","X1","GOOD"
"819","X1",36,"X3","X3",15857,"X1","X1",2,"X1","X2",3,"X3",43,"X3","X2",1,"X4",1,"X1","X1","GOOD"
"820","X1",18,"X3","X5",1345,"X1","X3",4,"X4","X1",3,"X1",26,"X1","X2",1,"X3",1,"X1","X1","BAD"
"821","X4",12,"X3","X1",1101,"X1","X3",3,"X4","X1",2,"X1",27,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"822","X3",12,"X3","X5",3016,"X1","X3",3,"X4","X1",1,"X3",24,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"823","X1",36,"X3","X4",2712,"X1","X5",2,"X3","X1",2,"X2",41,"X1","X2",1,"X3",2,"X1","X1","BAD"
"824","X1",8,"X5","X1",731,"X1","X5",4,"X3","X1",4,"X1",47,"X3","X2",2,"X2",1,"X1","X1","GOOD"
"825","X4",18,"X5","X4",3780,"X1","X2",3,"X1","X1",2,"X3",35,"X3","X2",2,"X4",1,"X2","X1","GOOD"
"826","X1",21,"X5","X1",1602,"X1","X5",4,"X4","X1",3,"X3",30,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"827","X1",18,"X5","X1",3966,"X1","X5",1,"X2","X1",4,"X1",33,"X1","X1",3,"X3",1,"X2","X1","BAD"
"828","X4",18,"X1","X10",4165,"X1","X3",2,"X3","X1",2,"X3",36,"X2","X2",2,"X3",2,"X1","X1","BAD"
"829","X1",36,"X3","X2",8335,"X5","X5",3,"X3","X1",4,"X4",47,"X3","X3",1,"X3",1,"X1","X1","BAD"
"830","X2",48,"X4","X10",6681,"X5","X3",4,"X3","X1",4,"X4",38,"X3","X3",1,"X3",2,"X2","X1","GOOD"
"831","X4",24,"X4","X10",2375,"X3","X3",4,"X3","X1",2,"X3",44,"X3","X2",2,"X3",2,"X2","X1","GOOD"
"832","X1",18,"X3","X1",1216,"X1","X2",4,"X2","X1",3,"X3",23,"X3","X1",1,"X3",1,"X2","X1","BAD"
"833","X1",45,"X1","X10",11816,"X1","X5",2,"X3","X1",4,"X3",29,"X3","X1",2,"X3",1,"X1","X1","BAD"
"834","X2",24,"X3","X5",5084,"X5","X5",2,"X2","X1",4,"X3",42,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"835","X3",15,"X3","X5",2327,"X1","X2",2,"X2","X1",3,"X1",25,"X3","X2",1,"X2",1,"X1","X1","BAD"
"836","X1",12,"X1","X1",1082,"X1","X3",4,"X3","X1",4,"X3",48,"X1","X2",2,"X3",1,"X1","X1","BAD"
"837","X4",12,"X3","X5",886,"X5","X3",4,"X2","X1",2,"X3",21,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"838","X4",4,"X3","X4",601,"X1","X2",1,"X2","X1",3,"X1",23,"X3","X1",1,"X2",2,"X1","X1","GOOD"
"839","X1",24,"X5","X2",2957,"X1","X5",4,"X3","X1",4,"X2",63,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"840","X4",24,"X5","X5",2611,"X1","X5",4,"X4","X2",3,"X1",46,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"841","X1",36,"X3","X4",5179,"X1","X4",4,"X3","X1",2,"X2",29,"X3","X2",1,"X3",1,"X1","X1","BAD"
"842","X4",21,"X4","X2",2993,"X1","X3",3,"X3","X1",2,"X1",28,"X2","X2",2,"X2",1,"X1","X1","GOOD"
"843","X4",18,"X3","X7",1943,"X1","X2",4,"X2","X1",4,"X1",23,"X3","X2",1,"X3",1,"X1","X1","BAD"
"844","X4",24,"X2","X10",1559,"X1","X4",4,"X3","X1",4,"X3",50,"X1","X2",1,"X3",1,"X2","X1","GOOD"
"845","X4",18,"X3","X4",3422,"X1","X5",4,"X3","X1",4,"X2",47,"X1","X2",3,"X3",2,"X2","X1","GOOD"
"846","X2",21,"X3","X4",3976,"X5","X4",2,"X3","X1",3,"X3",35,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"847","X4",18,"X3","X1",6761,"X5","X3",2,"X3","X1",4,"X3",68,"X3","X1",2,"X3",1,"X1","X1","BAD"
"848","X4",24,"X3","X1",1249,"X1","X2",4,"X4","X1",2,"X1",28,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"849","X1",9,"X3","X5",1364,"X1","X4",3,"X3","X1",4,"X1",59,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"850","X1",12,"X3","X5",709,"X1","X5",4,"X3","X1",4,"X1",57,"X2","X2",1,"X2",1,"X1","X1","BAD"
"851","X1",20,"X5","X1",2235,"X1","X3",4,"X4","X3",2,"X2",33,"X1","X1",2,"X3",1,"X1","X2","BAD"
"852","X4",24,"X5","X2",4042,"X5","X4",3,"X3","X1",4,"X2",43,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"853","X4",15,"X5","X5",1471,"X1","X3",4,"X3","X1",4,"X4",35,"X3","X3",2,"X3",1,"X2","X1","GOOD"
"854","X1",18,"X2","X1",1442,"X1","X4",4,"X3","X1",4,"X4",32,"X3","X3",2,"X2",2,"X1","X1","BAD"
"855","X4",36,"X4","X1",10875,"X1","X5",2,"X3","X1",2,"X3",45,"X3","X2",2,"X3",2,"X2","X1","GOOD"
"856","X4",24,"X3","X1",1474,"X2","X2",4,"X4","X1",3,"X1",33,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"857","X4",10,"X3","X9",894,"X5","X4",4,"X2","X1",3,"X2",40,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"858","X4",15,"X5","X4",3343,"X1","X3",4,"X3","X1",2,"X4",28,"X3","X3",1,"X3",1,"X2","X1","GOOD"
"859","X1",15,"X3","X1",3959,"X1","X3",3,"X2","X1",2,"X2",29,"X3","X2",1,"X3",1,"X2","X1","BAD"
"860","X4",9,"X3","X1",3577,"X2","X3",1,"X3","X3",2,"X1",26,"X3","X1",1,"X3",2,"X1","X2","GOOD"
"861","X4",24,"X5","X2",5804,"X4","X3",4,"X3","X1",2,"X1",27,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"862","X4",18,"X4","X10",2169,"X1","X3",4,"X4","X1",2,"X3",28,"X3","X2",1,"X3",1,"X2","X1","BAD"
"863","X1",24,"X3","X5",2439,"X1","X2",4,"X2","X1",4,"X1",35,"X3","X2",1,"X3",1,"X2","X1","BAD"
"864","X4",27,"X5","X4",4526,"X4","X2",4,"X3","X1",2,"X1",32,"X2","X2",2,"X2",2,"X2","X1","GOOD"
"865","X4",10,"X3","X4",2210,"X1","X3",2,"X3","X1",2,"X1",25,"X1","X1",1,"X2",1,"X1","X1","BAD"
"866","X4",15,"X3","X4",2221,"X3","X3",2,"X2","X1",4,"X3",20,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"867","X1",18,"X3","X5",2389,"X1","X2",4,"X2","X1",1,"X3",27,"X2","X2",1,"X3",1,"X1","X1","GOOD"
"868","X4",12,"X5","X4",3331,"X1","X5",2,"X3","X1",4,"X2",42,"X2","X2",1,"X3",1,"X1","X1","GOOD"
"869","X4",36,"X3","X10",7409,"X5","X5",3,"X3","X1",2,"X2",37,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"870","X1",12,"X3","X4",652,"X1","X5",4,"X2","X1",4,"X2",24,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"871","X4",36,"X4","X4",7678,"X3","X4",2,"X2","X1",4,"X3",40,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"872","X3",6,"X5","X1",1343,"X1","X5",1,"X3","X1",4,"X1",46,"X3","X2",2,"X3",2,"X1","X2","GOOD"
"873","X1",24,"X5","X10",1382,"X2","X4",4,"X3","X1",1,"X1",26,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"874","X4",15,"X3","X6",874,"X5","X2",4,"X2","X1",1,"X1",24,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"875","X1",12,"X3","X4",3590,"X1","X3",2,"X3","X2",2,"X2",29,"X3","X2",1,"X2",2,"X1","X1","GOOD"
"876","X2",11,"X5","X1",1322,"X4","X3",4,"X2","X1",4,"X3",40,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"877","X1",18,"X2","X5",1940,"X1","X2",3,"X3","X2",4,"X4",36,"X1","X3",1,"X4",1,"X2","X1","GOOD"
"878","X4",36,"X3","X5",3595,"X1","X5",4,"X3","X1",2,"X3",28,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"879","X1",9,"X3","X1",1422,"X1","X2",3,"X3","X1",2,"X4",27,"X3","X3",1,"X4",1,"X2","X1","BAD"
"880","X4",30,"X5","X5",6742,"X5","X4",2,"X3","X1",3,"X2",36,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"881","X4",24,"X3","X2",7814,"X1","X4",3,"X3","X1",3,"X3",38,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"882","X4",24,"X3","X2",9277,"X5","X3",2,"X1","X1",4,"X4",48,"X3","X3",1,"X3",1,"X2","X1","GOOD"
"883","X2",30,"X5","X1",2181,"X5","X5",4,"X3","X1",4,"X1",36,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"884","X4",18,"X5","X5",1098,"X1","X1",4,"X2","X1",4,"X3",65,"X3","X2",2,"X1",1,"X1","X1","GOOD"
"885","X2",24,"X3","X4",4057,"X1","X4",3,"X1","X1",3,"X3",43,"X3","X2",1,"X3",1,"X2","X1","BAD"
"886","X1",12,"X3","X8",795,"X1","X2",4,"X2","X1",4,"X2",53,"X3","X2",1,"X3",1,"X1","X1","BAD"
"887","X2",24,"X5","X10",2825,"X5","X4",4,"X3","X1",3,"X4",34,"X3","X2",2,"X3",2,"X2","X1","GOOD"
"888","X2",48,"X3","X10",15672,"X1","X3",2,"X3","X1",2,"X3",23,"X3","X2",1,"X3",1,"X2","X1","BAD"
"889","X4",36,"X5","X1",6614,"X1","X5",4,"X3","X1",4,"X3",34,"X3","X2",2,"X4",1,"X2","X1","GOOD"
"890","X4",28,"X2","X2",7824,"X5","X2",3,"X3","X3",4,"X1",40,"X1","X1",2,"X3",2,"X2","X1","GOOD"
"891","X1",27,"X5","X10",2442,"X1","X5",4,"X3","X1",4,"X3",43,"X2","X2",4,"X4",2,"X2","X1","GOOD"
"892","X4",15,"X5","X5",1829,"X1","X5",4,"X3","X1",4,"X3",46,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"893","X1",12,"X5","X1",2171,"X1","X3",4,"X3","X1",4,"X2",38,"X1","X2",2,"X2",1,"X1","X2","GOOD"
"894","X2",36,"X5","X2",5800,"X1","X3",3,"X3","X1",4,"X3",34,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"895","X4",18,"X5","X5",1169,"X5","X3",4,"X3","X1",3,"X2",29,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"896","X4",36,"X4","X2",8947,"X5","X4",3,"X3","X1",2,"X3",31,"X2","X2",1,"X4",2,"X2","X1","GOOD"
"897","X1",21,"X3","X5",2606,"X1","X2",4,"X2","X1",4,"X2",28,"X3","X1",1,"X4",1,"X2","X1","GOOD"
"898","X4",12,"X5","X4",1592,"X4","X4",3,"X2","X1",2,"X2",35,"X3","X2",1,"X3",1,"X1","X2","GOOD"
"899","X4",15,"X3","X4",2186,"X5","X4",1,"X2","X1",4,"X1",33,"X1","X1",1,"X2",1,"X1","X1","GOOD"
"900","X1",18,"X3","X4",4153,"X1","X3",2,"X3","X2",3,"X3",42,"X3","X2",1,"X3",1,"X1","X1","BAD"
"901","X1",16,"X5","X1",2625,"X1","X5",2,"X3","X3",4,"X2",43,"X1","X1",1,"X3",1,"X2","X1","BAD"
"902","X4",20,"X5","X1",3485,"X5","X2",2,"X1","X1",4,"X1",44,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"903","X4",36,"X5","X2",10477,"X5","X5",2,"X3","X1",4,"X4",42,"X3","X3",2,"X3",1,"X1","X1","GOOD"
"904","X4",15,"X3","X5",1386,"X5","X3",4,"X4","X1",2,"X1",40,"X3","X1",1,"X3",1,"X2","X1","GOOD"
"905","X4",24,"X3","X5",1278,"X1","X5",4,"X3","X1",1,"X1",36,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"906","X1",12,"X3","X5",1107,"X1","X3",2,"X3","X1",2,"X1",20,"X3","X1",1,"X4",2,"X2","X1","GOOD"
"907","X1",21,"X3","X1",3763,"X5","X4",2,"X3","X2",2,"X1",24,"X3","X2",1,"X2",1,"X1","X2","GOOD"
"908","X2",36,"X3","X8",3711,"X5","X3",2,"X4","X1",2,"X3",27,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"909","X4",15,"X4","X2",3594,"X1","X2",1,"X2","X1",2,"X2",46,"X3","X2",2,"X2",1,"X1","X1","GOOD"
"910","X2",9,"X3","X1",3195,"X5","X3",1,"X2","X1",2,"X1",33,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"911","X4",36,"X4","X5",4454,"X1","X3",4,"X2","X1",4,"X1",34,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"912","X2",24,"X5","X4",4736,"X1","X2",2,"X2","X1",4,"X3",25,"X1","X2",1,"X2",1,"X1","X1","BAD"
"913","X2",30,"X3","X5",2991,"X5","X5",2,"X2","X1",4,"X3",25,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"914","X4",11,"X3","X10",2142,"X4","X5",1,"X1","X1",2,"X1",28,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"915","X1",24,"X2","X10",3161,"X1","X3",4,"X3","X1",2,"X2",31,"X3","X1",1,"X3",1,"X2","X1","BAD"
"916","X2",48,"X1","X3",18424,"X1","X3",1,"X2","X1",2,"X2",32,"X1","X2",1,"X4",1,"X2","X2","BAD"
"917","X4",10,"X3","X2",2848,"X2","X3",1,"X3","X2",2,"X1",32,"X3","X2",1,"X3",2,"X1","X1","GOOD"
"918","X1",6,"X3","X1",14896,"X1","X5",1,"X3","X1",4,"X4",68,"X1","X2",1,"X4",1,"X2","X1","BAD"
"919","X1",24,"X3","X4",2359,"X2","X1",1,"X1","X1",1,"X2",33,"X3","X2",1,"X3",1,"X1","X1","BAD"
"920","X1",24,"X3","X4",3345,"X1","X5",4,"X3","X1",2,"X2",39,"X3","X1",1,"X4",1,"X2","X1","BAD"
"921","X4",18,"X5","X4",1817,"X1","X3",4,"X2","X1",2,"X4",28,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"922","X4",48,"X4","X5",12749,"X3","X4",4,"X3","X1",1,"X3",37,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"923","X1",9,"X3","X5",1366,"X1","X2",3,"X2","X1",4,"X2",22,"X3","X1",1,"X3",1,"X1","X1","BAD"
"924","X2",12,"X3","X1",2002,"X1","X4",3,"X3","X1",4,"X2",30,"X3","X1",1,"X3",2,"X2","X1","GOOD"
"925","X1",24,"X2","X4",6872,"X1","X2",2,"X1","X1",1,"X2",55,"X1","X2",1,"X3",1,"X2","X1","BAD"
"926","X1",12,"X2","X1",697,"X1","X2",4,"X3","X1",2,"X3",46,"X1","X2",2,"X3",1,"X2","X1","BAD"
"927","X1",18,"X5","X4",1049,"X1","X2",4,"X2","X1",4,"X2",21,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"928","X1",48,"X3","X2",10297,"X1","X4",4,"X3","X1",4,"X4",39,"X2","X3",3,"X3",2,"X2","X1","BAD"
"929","X4",30,"X3","X5",1867,"X5","X5",4,"X3","X1",4,"X3",58,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"930","X1",12,"X4","X1",1344,"X1","X3",4,"X3","X1",2,"X1",43,"X3","X2",2,"X2",2,"X1","X1","GOOD"
"931","X1",24,"X3","X4",1747,"X1","X2",4,"X3","X2",1,"X2",24,"X3","X2",1,"X2",1,"X1","X2","GOOD"
"932","X2",9,"X3","X5",1670,"X1","X2",4,"X2","X1",2,"X3",22,"X3","X2",1,"X3",1,"X2","X1","BAD"
"933","X4",9,"X5","X1",1224,"X1","X3",3,"X3","X1",1,"X1",30,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"934","X4",12,"X5","X5",522,"X3","X5",4,"X3","X1",4,"X2",42,"X3","X2",2,"X3",2,"X2","X1","GOOD"
"935","X1",12,"X3","X5",1498,"X1","X3",4,"X2","X1",1,"X3",23,"X1","X2",1,"X3",1,"X1","X1","GOOD"
"936","X2",30,"X4","X5",1919,"X2","X2",4,"X3","X1",3,"X4",30,"X2","X2",2,"X4",1,"X1","X1","BAD"
"937","X3",9,"X3","X5",745,"X1","X3",3,"X2","X1",2,"X1",28,"X3","X2",1,"X2",1,"X1","X1","BAD"
"938","X2",6,"X3","X5",2063,"X1","X2",4,"X4","X1",3,"X3",30,"X3","X1",1,"X4",1,"X2","X1","GOOD"
"939","X2",60,"X3","X8",6288,"X1","X3",4,"X3","X1",4,"X4",42,"X3","X3",1,"X3",1,"X1","X1","BAD"
"940","X4",24,"X5","X2",6842,"X5","X3",2,"X3","X1",4,"X2",46,"X3","X2",2,"X4",2,"X2","X1","GOOD"
"941","X4",12,"X3","X1",3527,"X5","X2",2,"X3","X1",3,"X2",45,"X3","X2",1,"X4",2,"X2","X1","GOOD"
"942","X4",10,"X3","X1",1546,"X1","X3",3,"X3","X1",2,"X1",31,"X3","X2",1,"X2",2,"X1","X2","GOOD"
"943","X4",24,"X3","X4",929,"X5","X4",4,"X3","X1",2,"X3",31,"X2","X2",1,"X3",1,"X2","X1","GOOD"
"944","X4",4,"X5","X1",1455,"X1","X4",2,"X3","X1",1,"X1",42,"X3","X2",3,"X2",2,"X1","X1","GOOD"
"945","X1",15,"X3","X4",1845,"X1","X2",4,"X2","X3",1,"X2",46,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"946","X2",48,"X1","X1",8358,"X3","X2",1,"X2","X1",1,"X3",30,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"947","X1",24,"X2","X4",3349,"X3","X2",4,"X3","X1",4,"X4",30,"X3","X3",1,"X3",2,"X2","X1","BAD"
"948","X4",12,"X3","X1",2859,"X5","X1",4,"X3","X1",4,"X4",38,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"949","X4",18,"X3","X4",1533,"X1","X2",4,"X4","X2",1,"X2",43,"X3","X2",1,"X2",2,"X1","X1","BAD"
"950","X4",24,"X3","X5",3621,"X2","X5",2,"X3","X1",4,"X3",31,"X3","X2",2,"X3",1,"X1","X1","BAD"
"951","X2",18,"X5","X10",3590,"X1","X1",3,"X4","X1",3,"X3",40,"X3","X2",3,"X1",2,"X2","X1","GOOD"
"952","X1",36,"X4","X10",2145,"X1","X4",2,"X3","X1",1,"X3",24,"X3","X2",2,"X3",1,"X2","X1","BAD"
"953","X2",24,"X3","X2",4113,"X3","X2",3,"X2","X1",4,"X3",28,"X3","X1",1,"X3",1,"X1","X1","BAD"
"954","X4",36,"X3","X4",10974,"X1","X1",4,"X2","X1",2,"X3",26,"X3","X2",2,"X4",1,"X2","X1","BAD"
"955","X1",12,"X3","X1",1893,"X1","X3",4,"X2","X3",4,"X2",29,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"956","X1",24,"X5","X5",1231,"X4","X5",4,"X2","X1",4,"X2",57,"X3","X1",2,"X4",1,"X2","X1","GOOD"
"957","X3",30,"X5","X5",3656,"X5","X5",4,"X3","X1",4,"X2",49,"X2","X2",2,"X2",1,"X1","X1","GOOD"
"958","X2",9,"X5","X5",1154,"X1","X5",2,"X3","X1",4,"X1",37,"X3","X2",3,"X2",1,"X1","X1","GOOD"
"959","X1",28,"X3","X1",4006,"X1","X3",3,"X3","X1",2,"X3",45,"X3","X2",1,"X2",1,"X1","X1","BAD"
"960","X2",24,"X3","X4",3069,"X2","X5",4,"X3","X1",4,"X4",30,"X3","X3",1,"X3",1,"X1","X1","GOOD"
"961","X4",6,"X5","X5",1740,"X1","X5",2,"X4","X1",2,"X1",30,"X3","X1",2,"X3",1,"X1","X1","GOOD"
"962","X2",21,"X4","X1",2353,"X1","X3",1,"X1","X1",4,"X2",47,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"963","X4",15,"X3","X1",3556,"X5","X3",3,"X3","X1",2,"X4",29,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"964","X4",24,"X3","X5",2397,"X3","X5",3,"X3","X1",2,"X3",35,"X1","X2",2,"X3",1,"X2","X1","BAD"
"965","X2",6,"X3","X7",454,"X1","X2",3,"X4","X1",1,"X2",22,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"966","X2",30,"X3","X5",1715,"X5","X3",4,"X2","X1",1,"X3",26,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"967","X2",27,"X5","X5",2520,"X3","X3",4,"X3","X1",2,"X2",23,"X3","X2",2,"X2",1,"X1","X1","BAD"
"968","X4",15,"X3","X5",3568,"X1","X5",4,"X2","X1",2,"X3",54,"X1","X1",1,"X4",1,"X2","X1","GOOD"
"969","X4",42,"X3","X5",7166,"X5","X4",2,"X4","X1",4,"X2",29,"X3","X1",1,"X3",1,"X2","X1","GOOD"
"970","X1",11,"X5","X1",3939,"X1","X3",1,"X3","X1",2,"X1",40,"X3","X2",2,"X2",2,"X1","X1","GOOD"
"971","X2",15,"X3","X7",1514,"X2","X3",4,"X3","X3",2,"X1",22,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"972","X4",24,"X3","X1",7393,"X1","X3",1,"X3","X1",4,"X2",43,"X3","X2",1,"X2",2,"X1","X1","GOOD"
"973","X1",24,"X2","X1",1193,"X1","X1",1,"X2","X2",4,"X4",29,"X3","X1",2,"X1",1,"X1","X1","BAD"
"974","X1",60,"X3","X10",7297,"X1","X5",4,"X3","X2",4,"X4",36,"X3","X1",1,"X3",1,"X1","X1","BAD"
"975","X4",30,"X5","X5",2831,"X1","X3",4,"X2","X1",2,"X3",33,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"976","X3",24,"X3","X5",1258,"X3","X3",3,"X2","X1",3,"X3",57,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"977","X2",6,"X3","X5",753,"X1","X3",2,"X2","X3",3,"X1",64,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"978","X2",18,"X4","X10",2427,"X5","X5",4,"X3","X1",2,"X2",42,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"979","X4",24,"X4","X1",2538,"X1","X5",4,"X3","X1",4,"X3",47,"X3","X2",2,"X2",2,"X1","X1","BAD"
"980","X2",15,"X2","X1",1264,"X2","X3",2,"X4","X1",2,"X2",25,"X3","X1",1,"X3",1,"X1","X1","BAD"
"981","X2",30,"X5","X4",8386,"X1","X4",2,"X3","X1",2,"X2",49,"X3","X2",1,"X3",1,"X1","X1","BAD"
"982","X4",48,"X3","X10",4844,"X1","X1",3,"X3","X1",2,"X3",33,"X1","X1",1,"X4",1,"X2","X1","BAD"
"983","X3",21,"X3","X1",2923,"X2","X3",1,"X2","X1",1,"X3",28,"X1","X2",1,"X4",1,"X2","X1","GOOD"
"984","X1",36,"X3","X2",8229,"X1","X3",2,"X3","X1",2,"X2",26,"X3","X2",1,"X3",2,"X1","X1","BAD"
"985","X4",24,"X5","X4",2028,"X1","X4",2,"X3","X1",2,"X2",30,"X3","X2",2,"X2",1,"X1","X1","GOOD"
"986","X1",15,"X5","X4",1433,"X1","X3",4,"X2","X1",3,"X2",25,"X3","X1",2,"X3",1,"X1","X1","GOOD"
"987","X3",42,"X1","X10",6289,"X1","X2",2,"X1","X1",1,"X2",33,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"988","X4",13,"X3","X5",1409,"X2","X1",2,"X2","X1",4,"X1",64,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"989","X1",24,"X3","X2",6579,"X1","X1",4,"X3","X1",2,"X4",29,"X3","X3",1,"X4",1,"X2","X1","GOOD"
"990","X2",24,"X5","X5",1743,"X1","X5",4,"X3","X1",2,"X2",48,"X3","X2",2,"X2",1,"X1","X1","GOOD"
"991","X4",12,"X5","X8",3565,"X5","X2",2,"X3","X1",1,"X2",37,"X3","X2",2,"X2",2,"X1","X1","GOOD"
"992","X4",15,"X2","X5",1569,"X2","X5",4,"X3","X1",4,"X3",34,"X1","X2",1,"X2",2,"X1","X1","GOOD"
"993","X1",18,"X3","X5",1936,"X5","X4",2,"X4","X1",4,"X3",23,"X3","X1",2,"X2",1,"X1","X1","GOOD"
"994","X1",36,"X3","X4",3959,"X1","X1",4,"X3","X1",3,"X2",30,"X3","X2",1,"X4",1,"X2","X1","GOOD"
"995","X4",12,"X3","X1",2390,"X5","X5",4,"X3","X1",3,"X3",50,"X3","X2",1,"X3",1,"X2","X1","GOOD"
